	inv_date	ci_shipped	cus_name
82	2012-06-01 00:00:00+00:00	20.0	IsoAid
83	2012-06-01 00:00:00+00:00	2.0	IsoRay Medical
84	2012-06-01 00:00:00+00:00	4.0	IsoSolutions
85	2012-06-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
86	2012-06-01 00:00:00+00:00	2.0	Laboratorios Bacon S.A.
87	2012-06-01 00:00:00+00:00	82.0	Medi Physics Inc. dba GE Healthcare
88	2012-06-01 00:00:00+00:00	1.0	MP Biomedicals
89	2012-06-01 00:00:00+00:00		Psychiatry & Behavioral
90	2012-06-01 00:00:00+00:00	20.0	Shanghai Xinke
91	2012-06-01 00:00:00+00:00	26.0	Theragenics
92	2012-06-01 00:00:00+00:00		Valliant Group
93	2012-07-01 00:00:00+00:00	10.0	Bebig
94	2012-07-01 00:00:00+00:00	16.0	Best
95	2012-07-01 00:00:00+00:00	26.0	BZ
96	2012-07-01 00:00:00+00:00	20.0	IsoAid
97	2012-07-01 00:00:00+00:00	5.0	IsoSolutions
98	2012-07-01 00:00:00+00:00	2.0	Iso-Tex Diagnostics
99	2012-07-01 00:00:00+00:00	0.0	IVD Technologies
100	2012-07-01 00:00:00+00:00	4.0	Laboratorios Bacon S.A.
101	2012-07-01 00:00:00+00:00	2.0	MP Biomedicals
102	2012-07-01 00:00:00+00:00		Pathology & Molecular Medicine
103	2012-07-01 00:00:00+00:00		Platelet Immunology Lab
104	2012-07-01 00:00:00+00:00		Psychiatry & Behavioral
105	2012-07-01 00:00:00+00:00	0.0	Reflex Industries, Inc
106	2012-07-01 00:00:00+00:00	20.0	Shanghai Xinke
107	2012-07-01 00:00:00+00:00	16.0	Theragenics
108	2012-07-01 00:00:00+00:00		Valliant Group
109	2012-08-01 00:00:00+00:00	2.0	Anazao Health
110	2012-08-01 00:00:00+00:00	36.0	Bebig
111	2012-08-01 00:00:00+00:00	20.0	Best
112	2012-08-01 00:00:00+00:00	10.0	BZ
113	2012-08-01 00:00:00+00:00	25.0	IsoAid
114	2012-08-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
115	2012-08-01 00:00:00+00:00	5.0	IsoSolutions
116	2012-08-01 00:00:00+00:00	2.0	Iso-Tex Diagnostics
117	2012-08-01 00:00:00+00:00	4.0	Laboratorios Bacon S.A.
118	2012-08-01 00:00:00+00:00	3.0	MP Biomedicals
119	2012-08-01 00:00:00+00:00		Platelet Immunology Lab
120	2012-08-01 00:00:00+00:00		Psychiatry & Behavioral
121	2012-08-01 00:00:00+00:00	20.0	Shanghai Xinke
122	2012-08-01 00:00:00+00:00	20.0	Theragenics
123	2012-08-01 00:00:00+00:00	0.0	Toronto, University of
124	2012-08-01 00:00:00+00:00		Valliant Group
125	2012-08-01 00:00:00+00:00	0.0	ViTrax
126	2012-09-01 00:00:00+00:00	62.0	Bebig
127	2012-09-01 00:00:00+00:00	12.0	Best
128	2012-09-01 00:00:00+00:00	21.0	BZ
129	2012-09-01 00:00:00+00:00	0.0	Immunalysis Corporation
130	2012-09-01 00:00:00+00:00	20.0	IsoAid
131	2012-09-01 00:00:00+00:00	5.0	IsoSolutions
132	2012-09-01 00:00:00+00:00	0.0	IVD Technologies
133	2012-09-01 00:00:00+00:00	2.0	Laboratorios Bacon S.A.
134	2012-09-01 00:00:00+00:00		Pathology & Molecular Medicine
135	2012-09-01 00:00:00+00:00		Platelet Immunology Lab
136	2012-09-01 00:00:00+00:00		Psychiatry & Behavioral
137	2012-09-01 00:00:00+00:00	0.0	Reflex Industries, Inc
138	2012-09-01 00:00:00+00:00	20.0	Shanghai Xinke
139	2012-09-01 00:00:00+00:00	20.0	Theragenics
140	2012-09-01 00:00:00+00:00		Valliant Group
141	2012-10-01 00:00:00+00:00	82.0	Bebig
142	2012-10-01 00:00:00+00:00	20.0	Best
143	2012-10-01 00:00:00+00:00	10.0	BZ
144	2012-10-01 00:00:00+00:00	25.0	IsoAid
145	2012-10-01 00:00:00+00:00	2.0	Iso-Ray - Anazao Health
146	2012-10-01 00:00:00+00:00	5.0	IsoSolutions
147	2012-10-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
148	2012-10-01 00:00:00+00:00	7.0	Laboratorios Bacon S.A.
149	2012-10-01 00:00:00+00:00		Psychiatry & Behavioral
150	2012-10-01 00:00:00+00:00	20.0	Shanghai Xinke
151	2012-10-01 00:00:00+00:00	26.0	Theragenics
152	2012-10-01 00:00:00+00:00		Valliant Group
153	2012-11-01 00:00:00+00:00	12.0	Best
154	2012-11-01 00:00:00+00:00	20.0	BZ
155	2012-11-01 00:00:00+00:00	15.0	IsoAid
156	2012-11-01 00:00:00+00:00	5.0	IsoSolutions
157	2012-11-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
158	2012-11-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
159	2012-11-01 00:00:00+00:00	20.0	Medi Physics Inc. dba GE Healthcare
160	2012-11-01 00:00:00+00:00	1.0	MP Biomedicals
161	2012-11-01 00:00:00+00:00		Pathology & Molecular Medicine
162	2012-11-01 00:00:00+00:00	0.0	Reflex Industries, Inc
163	2012-11-01 00:00:00+00:00	20.0	Shanghai Xinke
164	2012-11-01 00:00:00+00:00	20.0	Theragenics
165	2012-11-01 00:00:00+00:00	0.0	ViTrax
166	2012-12-01 00:00:00+00:00	20.0	Best
167	2012-12-01 00:00:00+00:00	10.0	BZ
168	2012-12-01 00:00:00+00:00		Henderson Research Centre
169	2012-12-01 00:00:00+00:00	0.0	Immunalysis Corporation
170	2012-12-01 00:00:00+00:00	20.0	IsoAid
171	2012-12-01 00:00:00+00:00	6.0	IsoSolutions
172	2012-12-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
173	2012-12-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
174	2012-12-01 00:00:00+00:00	2.0	MP Biomedicals
175	2012-12-01 00:00:00+00:00		National Institute of Stds & Tech
176	2012-12-01 00:00:00+00:00		PerkinElmer
177	2012-12-01 00:00:00+00:00		Platelet Immunology Lab
178	2012-12-01 00:00:00+00:00	20.0	Shanghai Xinke
179	2012-12-01 00:00:00+00:00	26.0	Theragenics
180	2012-12-01 00:00:00+00:00		Valliant Group
181	2013-01-01 00:00:00+00:00	8.0	Bebig
182	2013-01-01 00:00:00+00:00	16.0	Best
183	2013-01-01 00:00:00+00:00	30.0	BZ
184	2013-01-01 00:00:00+00:00	20.0	IsoAid
185	2013-01-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
186	2013-01-01 00:00:00+00:00	5.0	IsoSolutions
187	2013-01-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
188	2013-01-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
189	2013-01-01 00:00:00+00:00	20.0	Medi Physics Inc. dba GE Healthcare
190	2013-01-01 00:00:00+00:00	2.0	MP Biomedicals
191	2013-01-01 00:00:00+00:00		Pathology & Molecular Medicine
192	2013-01-01 00:00:00+00:00	70.0	PerkinElmer
193	2013-01-01 00:00:00+00:00	20.0	Shanghai Xinke
194	2013-01-01 00:00:00+00:00	24.0	Theragenics
195	2013-01-01 00:00:00+00:00		Valliant Group
196	2013-02-01 00:00:00+00:00	8.0	Bebig
197	2013-02-01 00:00:00+00:00	16.0	Best
198	2013-02-01 00:00:00+00:00	20.0	IsoAid
199	2013-02-01 00:00:00+00:00	2.0	IsoRay Medical
200	2013-02-01 00:00:00+00:00	5.0	IsoSolutions
201	2013-02-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
202	2013-02-01 00:00:00+00:00	25.0	Medi Physics Inc. dba GE Healthcare
203	2013-02-01 00:00:00+00:00	2.0	MP Biomedicals
204	2013-02-01 00:00:00+00:00	36.0	PerkinElmer
205	2013-02-01 00:00:00+00:00	35.0	Shanghai Xinke
206	2013-02-01 00:00:00+00:00	26.0	Theragenics
207	2013-03-01 00:00:00+00:00	8.0	Bebig
208	2013-03-01 00:00:00+00:00	16.0	Best
209	2013-03-01 00:00:00+00:00	20.0	BZ
210	2013-03-01 00:00:00+00:00	20.0	IsoAid
211	2013-03-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
212	2013-03-01 00:00:00+00:00	5.0	IsoSolutions
213	2013-03-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
214	2013-03-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
215	2013-03-01 00:00:00+00:00	20.0	Medi Physics Inc. dba GE Healthcare
216	2013-03-01 00:00:00+00:00	2.0	MP Biomedicals
217	2013-03-01 00:00:00+00:00	36.0	PerkinElmer
218	2013-03-01 00:00:00+00:00		Platelet Immunology Lab
219	2013-03-01 00:00:00+00:00	0.0	Reflex Industries, Inc
220	2013-03-01 00:00:00+00:00	30.0	Shanghai Xinke
221	2013-03-01 00:00:00+00:00	16.0	Theragenics
222	2013-03-01 00:00:00+00:00		Valliant Group
223	2013-03-01 00:00:00+00:00	0.0	ViTrax
224	2013-04-01 00:00:00+00:00	1.0	Anazao Health
225	2013-04-01 00:00:00+00:00	8.0	Bebig
226	2013-04-01 00:00:00+00:00	20.0	Best
227	2013-04-01 00:00:00+00:00	10.0	BZ
228	2013-04-01 00:00:00+00:00	0.0	Immunalysis Corporation
229	2013-04-01 00:00:00+00:00	20.0	IsoAid
230	2013-04-01 00:00:00+00:00	5.0	IsoSolutions
231	2013-04-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
232	2013-04-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
233	2013-04-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
234	2013-04-01 00:00:00+00:00		Pathology & Molecular Medicine
235	2013-04-01 00:00:00+00:00	36.0	PerkinElmer
236	2013-04-01 00:00:00+00:00		Platelet Immunology Lab
237	2013-04-01 00:00:00+00:00	30.0	Shanghai Xinke
238	2013-04-01 00:00:00+00:00	24.0	Theragenics
239	2013-04-01 00:00:00+00:00		Valliant Group
240	2013-05-01 00:00:00+00:00	8.0	Bebig
241	2013-05-01 00:00:00+00:00	20.0	Best
242	2013-05-01 00:00:00+00:00		Henderson Research Centre
243	2013-05-01 00:00:00+00:00	25.0	IsoAid
244	2013-05-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
245	2013-05-01 00:00:00+00:00	5.0	IsoSolutions
246	2013-05-01 00:00:00+00:00	2.0	Iso-Tex Diagnostics
247	2013-05-01 00:00:00+00:00	0.0	IVD Technologies
248	2013-05-01 00:00:00+00:00	2.0	Laboratorios Bacon S.A.
249	2013-05-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
250	2013-05-01 00:00:00+00:00		Molecular Medicine
251	2013-05-01 00:00:00+00:00	3.0	MP Biomedicals
252	2013-05-01 00:00:00+00:00		Pathology & Molecular Medicine
253	2013-05-01 00:00:00+00:00	36.0	PerkinElmer
254	2013-05-01 00:00:00+00:00		Platelet Immunology Lab
255	2013-05-01 00:00:00+00:00	20.0	Shanghai Xinke
256	2013-05-01 00:00:00+00:00	26.0	Theragenics
257	2013-05-01 00:00:00+00:00		Valliant Group
258	2013-05-01 00:00:00+00:00	0.0	ViTrax
259	2013-06-01 00:00:00+00:00	8.0	Bebig
260	2013-06-01 00:00:00+00:00	12.0	Best
261	2013-06-01 00:00:00+00:00	26.0	BZ
262	2013-06-01 00:00:00+00:00	15.0	IsoAid
263	2013-06-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
264	2013-06-01 00:00:00+00:00	2.0	IsoRay Medical
265	2013-06-01 00:00:00+00:00	5.0	IsoSolutions
266	2013-06-01 00:00:00+00:00	2.0	Laboratorios Bacon S.A.
267	2013-06-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
268	2013-06-01 00:00:00+00:00		Molecular Medicine
269	2013-06-01 00:00:00+00:00	1.0	MP Biomedicals
270	2013-06-01 00:00:00+00:00	36.0	PerkinElmer
271	2013-06-01 00:00:00+00:00		Platelet Immunology Lab
272	2013-06-01 00:00:00+00:00	30.0	Shanghai Xinke
273	2013-06-01 00:00:00+00:00	26.0	Theragenics
274	2013-06-01 00:00:00+00:00		Valliant Group
275	2013-07-01 00:00:00+00:00	8.0	Bebig
276	2013-07-01 00:00:00+00:00	20.0	Best
277	2013-07-01 00:00:00+00:00	10.0	BZ
278	2013-07-01 00:00:00+00:00	20.0	IsoAid
279	2013-07-01 00:00:00+00:00	2.0	IsoRay Medical
280	2013-07-01 00:00:00+00:00	5.0	IsoSolutions
281	2013-07-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
282	2013-07-01 00:00:00+00:00	2.0	Laboratorios Bacon S.A.
283	2013-07-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
284	2013-07-01 00:00:00+00:00		Molecular Medicine
285	2013-07-01 00:00:00+00:00	3.0	MP Biomedicals
286	2013-07-01 00:00:00+00:00	52.0	PerkinElmer
287	2013-07-01 00:00:00+00:00	40.0	Shanghai Xinke
288	2013-07-01 00:00:00+00:00	32.0	Theragenics
289	2013-07-01 00:00:00+00:00		Valliant Group
290	2013-07-01 00:00:00+00:00	0.0	ViTrax
291	2013-08-01 00:00:00+00:00	8.0	Bebig
292	2013-08-01 00:00:00+00:00	16.0	Best
293	2013-08-01 00:00:00+00:00	25.0	BZ
294	2013-08-01 00:00:00+00:00	0.0	Immunalysis Corporation
295	2013-08-01 00:00:00+00:00	20.0	IsoAid
296	2013-08-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
297	2013-08-01 00:00:00+00:00	5.0	IsoSolutions
298	2013-08-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
299	2013-08-01 00:00:00+00:00	0.0	IVD Technologies
300	2013-08-01 00:00:00+00:00	2.0	Laboratorios Bacon S.A.
301	2013-08-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
302	2013-08-01 00:00:00+00:00		MNR - Isotope Development
303	2013-08-01 00:00:00+00:00	2.0	MP Biomedicals
304	2013-08-01 00:00:00+00:00	34.0	PerkinElmer
305	2013-08-01 00:00:00+00:00		Platelet Immunology Lab
306	2013-08-01 00:00:00+00:00	30.0	Shanghai Xinke
307	2013-08-01 00:00:00+00:00	22.0	Theragenics
308	2013-08-01 00:00:00+00:00		Valliant Group
309	2013-09-01 00:00:00+00:00	8.0	Bebig
310	2013-09-01 00:00:00+00:00	20.0	Best
311	2013-09-01 00:00:00+00:00	10.0	BZ
312	2013-09-01 00:00:00+00:00	15.0	IsoAid
313	2013-09-01 00:00:00+00:00	2.0	Iso-Ray - Anazao Health
314	2013-09-01 00:00:00+00:00	5.0	IsoSolutions
315	2013-09-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
316	2013-09-01 00:00:00+00:00	2.0	Laboratorios Bacon S.A.
317	2013-09-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
318	2013-09-01 00:00:00+00:00	2.0	MP Biomedicals
319	2013-09-01 00:00:00+00:00		Pathology & Molecular Medicine
320	2013-09-01 00:00:00+00:00	34.0	PerkinElmer
321	2013-09-01 00:00:00+00:00	30.0	Shanghai Xinke
322	2013-09-01 00:00:00+00:00	24.0	Theragenics
323	2013-09-01 00:00:00+00:00		Valliant Group
324	2013-09-01 00:00:00+00:00	0.0	ViTrax
325	2013-10-01 00:00:00+00:00	1.0	Anazao Health
326	2013-10-01 00:00:00+00:00	8.0	Bebig
327	2013-10-01 00:00:00+00:00	16.0	Best
328	2013-10-01 00:00:00+00:00	20.0	BZ
329	2013-10-01 00:00:00+00:00		Henderson Research Centre
330	2013-10-01 00:00:00+00:00	25.0	IsoAid
331	2013-10-01 00:00:00+00:00	2.0	Iso-Ray - Anazao Health
332	2013-10-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
333	2013-10-01 00:00:00+00:00	5.0	Laboratorios Bacon S.A.
334	2013-10-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
335	2013-10-01 00:00:00+00:00	2.0	MP Biomedicals
336	2013-10-01 00:00:00+00:00	34.0	PerkinElmer
337	2013-10-01 00:00:00+00:00		Platelet Immunology Lab
338	2013-10-01 00:00:00+00:00	40.0	Shanghai Xinke
339	2013-10-01 00:00:00+00:00	24.0	Theragenics
340	2013-10-01 00:00:00+00:00		Valliant Group
341	2013-11-01 00:00:00+00:00	8.0	Bebig
342	2013-11-01 00:00:00+00:00	16.0	Best
343	2013-11-01 00:00:00+00:00	23.0	BZ
344	2013-11-01 00:00:00+00:00	20.0	IsoAid
345	2013-11-01 00:00:00+00:00	5.0	IsoSolutions
346	2013-11-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
347	2013-11-01 00:00:00+00:00	0.0	IVD Technologies
348	2013-11-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
349	2013-11-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
350	2013-11-01 00:00:00+00:00	2.0	MP Biomedicals
351	2013-11-01 00:00:00+00:00		National Institute of Stds & Tech
352	2013-11-01 00:00:00+00:00		Pathology & Molecular Medicine
353	2013-11-01 00:00:00+00:00	34.0	PerkinElmer
354	2013-11-01 00:00:00+00:00	20.0	Shanghai Xinke
355	2013-11-01 00:00:00+00:00	29.0	Theragenics
356	2013-11-01 00:00:00+00:00		Valliant Group
357	2013-12-01 00:00:00+00:00	8.0	Bebig
358	2013-12-01 00:00:00+00:00	20.0	Best
359	2013-12-01 00:00:00+00:00	20.0	BZ
360	2013-12-01 00:00:00+00:00	15.0	IsoAid
361	2013-12-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
362	2013-12-01 00:00:00+00:00	5.0	IsoSolutions
363	2013-12-01 00:00:00+00:00		IsoSolutions - Jaco
364	2013-12-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
365	2013-12-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
366	2013-12-01 00:00:00+00:00	2.0	MP Biomedicals
367	2013-12-01 00:00:00+00:00	47.0	PerkinElmer
368	2013-12-01 00:00:00+00:00	30.0	Shanghai Xinke
369	2013-12-01 00:00:00+00:00	20.0	Theragenics
370	2014-01-01 00:00:00+00:00	1.0	Anazao Health
371	2014-01-01 00:00:00+00:00	8.0	Bebig
372	2014-01-01 00:00:00+00:00	16.0	Best
373	2014-01-01 00:00:00+00:00	10.0	BZ
374	2014-01-01 00:00:00+00:00	0.0	Cisbio
375	2014-01-01 00:00:00+00:00	0.0	Immunalysis Corporation
376	2014-01-01 00:00:00+00:00	25.0	IsoAid
377	2014-01-01 00:00:00+00:00	5.0	IsoSolutions
378	2014-01-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
379	2014-01-01 00:00:00+00:00	0.0	IVD Technologies
380	2014-01-01 00:00:00+00:00	4.0	Laboratorios Bacon S.A.
381	2014-01-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
382	2014-01-01 00:00:00+00:00	1.0	MP Biomedicals
383	2014-01-01 00:00:00+00:00	75.0	PerkinElmer
384	2014-01-01 00:00:00+00:00		Platelet Immunology Lab
385	2014-01-01 00:00:00+00:00	20.0	Shanghai Xinke
386	2014-01-01 00:00:00+00:00	18.0	Theragenics
387	2014-01-01 00:00:00+00:00		Valliant Group
388	2014-01-01 00:00:00+00:00	0.0	ViTrax
389	2014-02-01 00:00:00+00:00	8.0	Bebig
390	2014-02-01 00:00:00+00:00	16.0	Best
391	2014-02-01 00:00:00+00:00	20.0	IsoAid
392	2014-02-01 00:00:00+00:00	1.0	Iso-Ray - Anazao Health
393	2014-02-01 00:00:00+00:00	5.0	IsoSolutions
394	2014-02-01 00:00:00+00:00	8.0	IsoSolutions - Jaco
395	2014-02-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
396	2014-02-01 00:00:00+00:00	2.0	Laboratorios Bacon S.A.
397	2014-02-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
398	2014-02-01 00:00:00+00:00	2.0	MP Biomedicals
399	2014-02-01 00:00:00+00:00		Pathology & Molecular Medicine
400	2014-02-01 00:00:00+00:00	27.0	PerkinElmer
401	2014-02-01 00:00:00+00:00		Platelet Immunology Lab
402	2014-02-01 00:00:00+00:00	30.0	Shanghai Xinke
403	2014-02-01 00:00:00+00:00	27.0	Theragenics
404	2014-02-01 00:00:00+00:00		Valliant Group
405	2014-03-01 00:00:00+00:00	1.0	Anazao Health
406	2014-03-01 00:00:00+00:00	8.0	Bebig
407	2014-03-01 00:00:00+00:00	20.0	Best
408	2014-03-01 00:00:00+00:00	27.0	BZ
409	2014-03-01 00:00:00+00:00	15.0	IsoAid
410	2014-03-01 00:00:00+00:00	5.0	IsoSolutions
411	2014-03-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
412	2014-03-01 00:00:00+00:00	0.0	IVD Technologies
413	2014-03-01 00:00:00+00:00	3.0	Laboratorios Bacon S.A.
414	2014-03-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
415	2014-03-01 00:00:00+00:00	2.0	MP Biomedicals
416	2014-03-01 00:00:00+00:00	37.0	PerkinElmer
417	2014-03-01 00:00:00+00:00		Platelet Immunology Lab
418	2014-03-01 00:00:00+00:00	0.0	Reflex Industries, Inc
419	2014-03-01 00:00:00+00:00	30.0	Shanghai Xinke
420	2014-03-01 00:00:00+00:00	26.0	Theragenics
421	2014-03-01 00:00:00+00:00		Valliant Group
422	2014-04-01 00:00:00+00:00	1.0	Anazao Health
423	2014-04-01 00:00:00+00:00	8.0	Bebig
424	2014-04-01 00:00:00+00:00	16.0	Best
425	2014-04-01 00:00:00+00:00	25.0	BZ
426	2014-04-01 00:00:00+00:00		Chemical Engineering
427	2014-04-01 00:00:00+00:00		Guangzhou Diqi Trading Co., Ltd
428	2014-04-01 00:00:00+00:00	0.0	Immunalysis Corporation
429	2014-04-01 00:00:00+00:00	16.0	IsoAid
430	2014-04-01 00:00:00+00:00	5.0	IsoSolutions
431	2014-04-01 00:00:00+00:00	1.0	Iso-Tex Diagnostics
432	2014-04-01 00:00:00+00:00	18.0	Medi Physics Inc. dba GE Healthcare
433	2014-04-01 00:00:00+00:00	2.0	MP Biomedicals
434	2014-04-01 00:00:00+00:00	34.0	PerkinElmer
435	2014-04-01 00:00:00+00:00	30.0	Shanghai Xinke
436	2014-04-01 00:00:00+00:00	32.0	Theragenics
437	2014-04-01 00:00:00+00:00		Valliant Group
438	2014-04-01 00:00:00+00:00	0.0	ViTrax
439	2014-05-01 00:00:00+00:00	2.0	AtomVie
440	2014-05-01 00:00:00+00:00	8.0	Bebig
